Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP,Sending_Country_GDP_Per_Capita,Receiving_Country_GDP_Per_Capita
Italy,Paraguay,2020,4.87664645,USD millions,Roland Kpodar (IMF),Latin America,ITA,PRY,1751650.98723543,40343.5364187875,29469.79892,6109.196081
Japan,Paraguay,2018,4.37517335,USD millions,Roland Kpodar (IMF),Latin America,JPN,PRY,4582763.01147855,40841.12266117901,36138.52908,6354.239201
Japan,Paraguay,2019,5.06999077,USD millions,Roland Kpodar (IMF),Latin America,JPN,PRY,4564332.55009638,40677.00052659,36043.7844,6243.536209
Japan,Paraguay,2020,5.21564791,USD millions,Roland Kpodar (IMF),Latin America,JPN,PRY,4374056.27182401,40343.5364187875,34642.97187,6109.196081
Spain,Paraguay,2018,288.872194,USD millions,Roland Kpodar (IMF),Latin America,ESP,PRY,1307871.70170125,40841.12266117901,27956.72255,6354.239201
Spain,Paraguay,2019,291.031251,USD millions,Roland Kpodar (IMF),Latin America,ESP,PRY,1333521.40043269,40677.00052659,28301.43939,6243.536209
Spain,Paraguay,2020,276.769037,USD millions,Roland Kpodar (IMF),Latin America,ESP,PRY,1187633.21729202,40343.5364187875,25077.01988,6109.196081
United States,Paraguay,2018,79.5620183,USD millions,Roland Kpodar (IMF),Latin America,USA,PRY,19651869.1175825,40841.12266117901,59817.65568,6354.239201
United States,Paraguay,2019,81.0456113,USD millions,Roland Kpodar (IMF),Latin America,USA,PRY,20159639.089698102,40677.00052659,61047.96482,6243.536209
United States,Paraguay,2020,66.9789854,USD millions,Roland Kpodar (IMF),Latin America,USA,PRY,19723580.2219382,40343.5364187875,59484.03355,6109.196081
Afghanistan,Philippines,2018,1.20320887,USD millions,Roland Kpodar (IMF),Asia,AFG,PHL,20323.4990203639,373379.140695818,553.1251517,3410.93648
Afghanistan,Philippines,2019,1.0310408,USD millions,Roland Kpodar (IMF),Asia,AFG,PHL,21118.4737023471,396224.4392366421,557.8615332,3575.881709
Afghanistan,Philippines,2020,0.96416136,USD millions,Roland Kpodar (IMF),Asia,AFG,PHL,20621.9571252077,358510.629276391,527.8345545,3198.6669
Albania,Philippines,2018,0.25671469,USD millions,Roland Kpodar (IMF),Asia,ALB,PHL,12761.7857031071,373379.140695818,4452.237147,3410.93648
Albania,Philippines,2019,0.06967461999999999,USD millions,Roland Kpodar (IMF),Asia,ALB,PHL,13025.0074748895,396224.4392366421,4563.467363,3575.881709
Albania,Philippines,2020,0.0589837,USD millions,Roland Kpodar (IMF),Asia,ALB,PHL,12593.390460142,358510.629276391,4437.653469,3198.6669
Algeria,Philippines,2018,0.06770874,USD millions,Roland Kpodar (IMF),Asia,DZA,PHL,200496.402625853,373379.140695818,4717.003589,3410.93648
Algeria,Philippines,2019,0.0783327,USD millions,Roland Kpodar (IMF),Asia,DZA,PHL,202300.87024792,396224.4392366421,4672.664087,3575.881709
Algeria,Philippines,2020,0.11478586,USD millions,Roland Kpodar (IMF),Asia,DZA,PHL,192185.826737373,358510.629276391,4363.685338,3198.6669
Andorra,Philippines,2018,2.31243694,USD millions,Roland Kpodar (IMF),Asia,AND,PHL,2949.51809467896,373379.140695818,39242.1449,3410.93648
Andorra,Philippines,2019,12.058166357000001,USD millions,Roland Kpodar (IMF),Asia,AND,PHL,3008.96703698289,396224.4392366421,39346.27503,3575.881709
Andorra,Philippines,2020,0.0850744749,USD millions,Roland Kpodar (IMF),Asia,AND,PHL,2672.44597088657,358510.629276391,34536.64992,3198.6669
Angola,Philippines,2018,22.2441676,USD millions,Roland Kpodar (IMF),Asia,AGO,PHL,86872.9660328735,373379.140695818,2775.746423,3410.93648
Angola,Philippines,2019,11.82427786,USD millions,Roland Kpodar (IMF),Asia,AGO,PHL,86262.8806849456,396224.4392366421,2664.43851,3575.881709
Angola,Philippines,2020,6.32290585,USD millions,Roland Kpodar (IMF),Asia,AGO,PHL,81399.1942507301,358510.629276391,2433.376373,3198.6669
Argentina,Philippines,2018,0.14201066,USD millions,Roland Kpodar (IMF),Asia,ARG,PHL,583118.120294002,373379.140695818,13058.32854,3410.93648
Argentina,Philippines,2019,1.42696853,USD millions,Roland Kpodar (IMF),Asia,ARG,PHL,571450.7372244421,396224.4392366421,12706.39781,3575.881709
Argentina,Philippines,2020,0.35220423,USD millions,Roland Kpodar (IMF),Asia,ARG,PHL,514874.343768066,358510.629276391,11393.0506,3198.6669
Armenia,Philippines,2018,0.03923807,USD millions,Roland Kpodar (IMF),Asia,ARM,PHL,11958.638938496,373379.140695818,4027.83393,3410.93648
Armenia,Philippines,2019,0.41770792199999995,USD millions,Roland Kpodar (IMF),Asia,ARM,PHL,12867.4954976469,396224.4392366421,4343.458396,3575.881709
Armenia,Philippines,2020,0.03242073,USD millions,Roland Kpodar (IMF),Asia,ARM,PHL,11941.0358219185,358510.629276391,4032.090435,3198.6669
Aruba,Philippines,2018,0.22064006,USD millions,Roland Kpodar (IMF),Asia,ABW,PHL,3303.62792955249,373379.140695818,30334.11622,3410.93648
Aruba,Philippines,2019,0.335044573,USD millions,Roland Kpodar (IMF),Asia,ABW,PHL,3229.8763512533496,396224.4392366421,29576.80971,3575.881709
Aruba,Philippines,2020,0.35785553999999997,USD millions,Roland Kpodar (IMF),Asia,ABW,PHL,2383.26696891162,358510.629276391,21947.99533,3198.6669
Australia,Philippines,2018,441.666717,USD millions,Roland Kpodar (IMF),Asia,AUS,PHL,1461119.01624431,373379.140695818,58530.78217,3410.93648
Australia,Philippines,2019,442.30933600000003,USD millions,Roland Kpodar (IMF),Asia,AUS,PHL,1492847.87402389,396224.4392366421,58924.73365,3575.881709
Australia,Philippines,2020,295.764442,USD millions,Roland Kpodar (IMF),Asia,AUS,PHL,1491062.56626652,358510.629276391,58132.79852,3198.6669
Austria,Philippines,2018,7.50024787,USD millions,Roland Kpodar (IMF),Asia,AUT,PHL,406235.924915185,373379.140695818,45951.58192,3410.93648
Austria,Philippines,2019,5.44086272,USD millions,Roland Kpodar (IMF),Asia,AUT,PHL,413365.268699049,396224.4392366421,46550.56225,3575.881709
Austria,Philippines,2020,4.78907432,USD millions,Roland Kpodar (IMF),Asia,AUT,PHL,387247.796560501,358510.629276391,43428.69831,3198.6669
Azerbaijan,Philippines,2018,0.67383161,USD millions,Roland Kpodar (IMF),Asia,AZE,PHL,52302.3730722866,373379.140695818,5261.929382,3410.93648
Azerbaijan,Philippines,2019,0.5575868900000001,USD millions,Roland Kpodar (IMF),Asia,AZE,PHL,53599.371992657,396224.4392366421,5346.953193,3575.881709
Azerbaijan,Philippines,2020,0.33891506,USD millions,Roland Kpodar (IMF),Asia,AZE,PHL,51348.7553777597,358510.629276391,5087.500227,3198.6669
Bahamas. The,Philippines,2018,5.3607355100000005,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,12385.290297053,373379.140695818,31537.44375,3410.93648
Bahamas. The,Philippines,2019,5.1309592,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,12281.3713576813,396224.4392366421,31117.68254,3575.881709
Bahamas. The,Philippines,2020,5.49841217,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,9814.09845091068,358510.629276391,24791.65381,3198.6669
Bahrain,Philippines,2018,234.141912,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,36164.0445881584,373379.140695818,24059.78386,3410.93648
Bahrain,Philippines,2019,323.032775,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,36906.448210906405,396224.4392366421,24873.66401,3575.881709
Bahrain,Philippines,2020,208.36309300000002,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,34724.7741043146,358510.629276391,23586.93096,3198.6669
Bangladesh,Philippines,2018,1.02244356,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,239111.739541452,373379.140695818,1462.250503,3410.93648
Bangladesh,Philippines,2019,1.11172131,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,257958.323968613,396224.4392366421,1564.208024,3575.881709
Bangladesh,Philippines,2020,0.812550185,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,266852.772253895,358510.629276391,1604.665923,3198.6669
Barbados,Philippines,2018,0.002085,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,5326.45113348749,373379.140695818,18974.85718,3410.93648
Barbados,Philippines,2019,0.00256714,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,5361.2107768654605,396224.4392366421,19064.99759,3575.881709
Barbados,Philippines,2020,0.0162185,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,4554.114648023639,358510.629276391,16166.65595,3198.6669
Belarus,Philippines,2018,0.2253817,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,58198.7290408946,373379.140695818,6165.913202,3410.93648
Belarus,Philippines,2019,0.183375846,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,59040.5477446036,396224.4392366421,6267.735089,3575.881709
Belarus,Philippines,2020,0.18915124,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,58643.3566216418,358510.629276391,6251.988989,3198.6669
Belgium,Philippines,2018,61.5873724,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,482317.238282145,373379.140695818,42208.36257,3410.93648
Belgium,Philippines,2019,49.422457800000004,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,494099.71808056894,396224.4392366421,43006.40423,3575.881709
Belgium,Philippines,2020,38.3786428,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,470417.598101755,358510.629276391,40769.02181,3198.6669
Belize,Philippines,2018,0.12924267,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,2178.39477326969,373379.140695818,5729.210452,3410.93648
Belize,Philippines,2019,0.08174906,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,2271.36075235822,396224.4392366421,5886.962235,3575.881709
Belize,Philippines,2020,0.19522838,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,1955.57550971701,358510.629276391,5003.877848,3198.6669
Benin,Philippines,2018,0.05645,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,13268.8123026618,373379.140695818,1071.504522,3410.93648
Benin,Philippines,2019,0.0126918887,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,14179.8073746843,396224.4392366421,1114.173045,3575.881709
Benin,Philippines,2020,0.00938195,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,14725.5587232985,358510.629276391,1126.654041,3198.6669
Bermuda,Philippines,2018,41.331452,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6819.90598464909,373379.140695818,106843.1637,3410.93648
Bermuda,Philippines,2019,59.484113,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6840.85035657848,396224.4392366421,106709.8812,3575.881709
Bermuda,Philippines,2020,51.4252078,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6373.786302281591,358510.629276391,98999.50766,3198.6669
Bhutan,Philippines,2018,0.01866169,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2507.62261654362,373379.140695818,3300.550065,3410.93648
Bhutan,Philippines,2019,0.03839945,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2651.94002225787,396224.4392366421,3467.38599,3575.881709
Bhutan,Philippines,2020,0.01440568,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2380.9542514208,358510.629276391,3092.124284,3198.6669
Bolivia,Philippines,2018,0.41268398,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,37364.9589284415,373379.140695818,3246.764348,3410.93648
Bolivia,Philippines,2019,0.00235314,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,38193.2300802463,396224.4392366421,3272.38171,3575.881709
Bolivia,Philippines,2020,0.01949,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,34855.949803364405,358510.629276391,2949.81955,3198.6669
Bosnia and Herzegovina,Philippines,2018,0.03333666,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18154.910824659302,373379.140695818,5360.174439,3410.93648
Bosnia and Herzegovina,Philippines,2019,0.023966848,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18679.1054339912,396224.4392366421,5583.29732,3575.881709
Bosnia and Herzegovina,Philippines,2020,0.01622478,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18115.9126324361,358510.629276391,5490.753671,3198.6669
Botswana,Philippines,2018,1.56768562,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,15734.9672149686,373379.140695818,6843.846121,3410.93648
Botswana,Philippines,2019,1.366399125,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,16212.0157608999,396224.4392366421,6951.73189,3575.881709
Botswana,Philippines,2020,1.63346589,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,14796.887968598,358510.629276391,6254.248064,3198.6669
Brazil,Philippines,2018,0.44082629,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1797736.84496916,373379.140695818,8722.336303,3410.93648
Brazil,Philippines,2019,0.71218514,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1819683.21769938,396224.4392366421,8771.440513,3575.881709
Brazil,Philippines,2020,0.991272676,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1760056.58779546,358510.629276391,8435.011433,3198.6669
Brunei Darussalam,Philippines,2018,29.4887754,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,12784.1374273154,373379.140695818,29200.19512,3410.93648
Brunei Darussalam,Philippines,2019,28.180934099999998,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,13278.7357821319,396224.4392366421,29996.24058,3575.881709
Brunei Darussalam,Philippines,2020,19.6818513,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,13429.2599996183,358510.629276391,30015.95873,3198.6669
Bulgaria,Philippines,2018,15.04647777,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,55108.64639370111,373379.140695818,8211.936404,3410.93648
Bulgaria,Philippines,2019,3.2779263199999997,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,57196.6305436142,396224.4392366421,8644.249519,3575.881709
Bulgaria,Philippines,2020,0.184544833,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,55357.33708397899,358510.629276391,8450.603888,3198.6669
Burundi,Philippines,2018,0.0493245,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3150.72741431633,373379.140695818,265.6723943,3410.93648
Burundi,Philippines,2019,0.0495653,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3207.8364068824803,396224.4392366421,261.7501802,3575.881709
Burundi,Philippines,2020,0.2400947,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3218.33106479216,358510.629276391,255.0782184,3198.6669
Cabo Verde,Philippines,2018,0.00128088,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,1978.5368093319296,373379.140695818,3853.6794,3410.93648
Cabo Verde,Philippines,2019,0.01112601,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,2116.00211092756,396224.4392366421,4115.902835,3575.881709
Cabo Verde,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,1675.7620337188598,358510.629276391,3255.93629,3198.6669
Cambodia,Philippines,2018,2.01972192,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,30665.817313849097,373379.140695818,1884.283748,3410.93648
Cambodia,Philippines,2019,3.0566011399999997,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,33099.747942811,396224.4392366421,2008.32094,3575.881709
Cambodia,Philippines,2020,1.49157743,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,31922.8129450881,358510.629276391,1908.634275,3198.6669
Cameroon,Philippines,2018,0.6261495232,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,36242.6142485756,373379.140695818,1461.0197,3410.93648
Cameroon,Philippines,2019,0.404389726,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,37502.066832740304,396224.4392366421,1470.317853,3575.881709
Cameroon,Philippines,2020,0.4063750646,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,37599.5470485841,358510.629276391,1434.519137,3198.6669
Canada,Philippines,2018,976.767298,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1664832.88787371,373379.140695818,44907.34369,3410.93648
Canada,Philippines,2019,1015.804701,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1696605.09055184,396224.4392366421,45100.29151,3575.881709
Canada,Philippines,2020,929.385698,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1611126.16562503,358510.629276391,42366.12854,3198.6669
Cayman Islands,Philippines,2018,6.28799872,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5229.50175800703,373379.140695818,79305.76967,3410.93648
Cayman Islands,Philippines,2019,14.51177695,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5434.26997707991,396224.4392366421,80714.57182,3575.881709
Cayman Islands,Philippines,2020,15.79069463,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5165.012420049679,358510.629276391,75199.64504,3198.6669
Central African Republic,Philippines,2018,0.08236452999999999,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,1927.16716354408,373379.140695818,395.0200155,3410.93648
Central African Republic,Philippines,2019,0.06177317,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,1986.90934561394,396224.4392366421,401.8258216,3575.881709
Central African Republic,Philippines,2020,0.022075,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,2004.79152966202,358510.629276391,398.8342741,3198.6669
Chad,Philippines,2018,0.09239011,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,14519.3742092105,373379.140695818,898.6690404,3410.93648
Chad,Philippines,2019,0.26250381100000003,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,15301.773406822202,396224.4392366421,917.0853399,3575.881709
Chad,Philippines,2020,0.16328081,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,15239.2053178836,358510.629276391,884.7308747,3198.6669
Channel Islands,Philippines,2018,11.21166418,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,373379.140695818,,3410.93648
Channel Islands,Philippines,2019,10.98890019,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,396224.4392366421,,3575.881709
Channel Islands,Philippines,2020,7.61434592,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,358510.629276391,,3198.6669
Chile,Philippines,2018,0.16745659000000002,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,260027.117802785,373379.140695818,13763.00688,3410.93648
Chile,Philippines,2019,0.11401458,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,261676.645417276,396224.4392366421,13630.59354,3575.881709
Chile,Philippines,2020,0.20673991,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,245600.606668884,358510.629276391,12679.024,3198.6669
China,Philippines,2018,48.2135882,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,13745158.2751367,373379.140695818,9798.652852,3410.93648
China,Philippines,2019,33.4507537,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,14579283.5281484,396224.4392366421,10356.48042,3575.881709
China,Philippines,2020,27.1804223,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,14920466.2345653,358510.629276391,10573.64201,3198.6669
Colombia,Philippines,2018,0.15817863000000001,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,311479.21451179497,373379.140695818,6353.546429,3410.93648
Colombia,Philippines,2019,0.59947803,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,321405.606655842,396224.4392366421,6439.963598,3575.881709
Colombia,Philippines,2020,0.15346461,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,298309.675728093,358510.629276391,5891.955232,3198.6669
Comoros,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1091.01428372133,373379.140695818,1413.981886,3410.93648
Comoros,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1130.6046854108502,396224.4392366421,1437.371355,3575.881709
Comoros,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1175.8889976510702,358510.629276391,1465.897826,3198.6669
Congo. Dem. Rep.,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,42619.0165906593,373379.140695818,473.2940774,3410.93648
Congo. Dem. Rep.,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,44487.6596790188,396224.4392366421,478.6324263,3575.881709
Congo. Dem. Rep.,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,45259.7086535116,358510.629276391,471.5044233,3198.6669
Congo. Rep.,Philippines,2018,6.42925014,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,10472.5143323273,373379.140695818,1909.956038,3410.93648
Congo. Rep.,Philippines,2019,3.09994126,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,10590.275024738,396224.4392366421,1885.510809,3575.881709
Congo. Rep.,Philippines,2020,1.010679466,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,9926.50070240064,358510.629276391,1725.5104,3198.6669
Costa Rica,Philippines,2018,0.22017111,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,62862.7790826292,373379.140695818,12679.52536,3410.93648
Costa Rica,Philippines,2019,0.18626157,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,64382.4941958393,396224.4392366421,12877.6501,3575.881709
Costa Rica,Philippines,2020,0.13518103,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,61631.202097758105,358510.629276391,12242.20989,3198.6669
Cote d'Ivoire,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,55294.2532637438,373379.140695818,2013.323076,3410.93648
Cote d'Ivoire,Philippines,2019,0.01540128,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,59010.7855409857,396224.4392366421,2093.099943,3575.881709
Cote d'Ivoire,Philippines,2020,0.06240551,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,59423.7008806615,358510.629276391,2055.08484,3198.6669
Croatia,Philippines,2018,0.65120935,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,56085.0442340737,373379.140695818,14060.71895,3410.93648
Croatia,Philippines,2019,0.60767476,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,57823.9268828566,396224.4392366421,14641.22988,3575.881709
Croatia,Philippines,2020,5.9762310549999995,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,53017.8087552998,358510.629276391,13544.97151,3198.6669
Cuba,Philippines,2018,0.10091591,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,91169.0396927712,373379.140695818,8120.431236,3410.93648
Cuba,Philippines,2019,3.79292194,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,91020.3546371474,396224.4392366421,8124.752821,3575.881709
Cuba,Philippines,2020,0.09238236,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,81054.45900025869,358510.629276391,7252.316722,3198.6669
Curacao,Philippines,2018,1.33667005,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2924.6404368364,373379.140695818,18355.17671,3410.93648
Curacao,Philippines,2019,1.8566235,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2830.87261212355,396224.4392366421,17980.52993,3575.881709
Curacao,Philippines,2020,1.18014207,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2308.90300487561,358510.629276391,14901.24368,3198.6669
Cyprus,Philippines,2018,131.1223354,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,23845.4977503008,373379.140695818,27406.47656,3410.93648
Cyprus,Philippines,2019,196.901739,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,25246.5628226821,396224.4392366421,28625.7793,3575.881709
Cyprus,Philippines,2020,287.8633035,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,24433.464399392506,358510.629276391,27391.5918,3198.6669
Czech Republic,Philippines,2018,1.76654467,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,209798.95082542,373379.140695818,19736.62953,3410.93648
Czech Republic,Philippines,2019,1.446150658,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,217279.91268173,396224.4392366421,20360.05992,3575.881709
Czech Republic,Philippines,2020,0.882102358,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,205753.475017539,358510.629276391,19233.14695,3198.6669
Denmark,Philippines,2018,62.7187429,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,326500.781502599,373379.140695818,56355.07331,3410.93648
Denmark,Philippines,2019,43.4504802,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,332088.518944146,396224.4392366421,57114.62273,3575.881709
Denmark,Philippines,2020,36.317569299999995,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,326176.991232295,358510.629276391,55934.55559,3198.6669
Djibouti,Philippines,2018,0.23178562,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,2869.6050103792,373379.140695818,2677.165033,3410.93648
Djibouti,Philippines,2019,0.11439166,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,3028.72692717701,396224.4392366421,2781.943501,3575.881709
Djibouti,Philippines,2020,0.16332375999999998,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,3065.13571311422,358510.629276391,2773.406618,3198.6669
Dominican Republic,Philippines,2018,0.14142153,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,84301.7017546018,373379.140695818,7818.705932,3410.93648
Dominican Republic,Philippines,2019,0.130957893,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,88427.4524258944,396224.4392366421,8117.046392,3575.881709
Dominican Republic,Philippines,2020,0.03646398,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,81415.99343807339,358510.629276391,7395.873426,3198.6669
Ecuador,Philippines,2018,0.02831341,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,103373.033702498,373379.140695818,6063.095618,3410.93648
Ecuador,Philippines,2019,0.19266543,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,103544.017315435,396224.4392366421,5971.389384,3575.881709
Ecuador,Philippines,2020,0.08552314,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,93971.2733139152,358510.629276391,5355.689342,3198.6669
Egypt. Arab Rep.,Philippines,2018,2.27563084,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,377141.312302669,373379.140695818,3568.639663,3410.93648
Egypt. Arab Rep.,Philippines,2019,1.0146331,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,398080.548973052,396224.4392366421,3701.244635,3575.881709
Egypt. Arab Rep.,Philippines,2020,0.88854021,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,412213.06464908697,358510.629276391,3770.869479,3198.6669
El Salvador,Philippines,2018,0.056705,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,25166.3524355773,373379.140695818,4046.162917,3410.93648
El Salvador,Philippines,2019,0.003821,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,25779.7751265993,396224.4392366421,4143.114371,3575.881709
El Salvador,Philippines,2020,0.016247,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,23744.951345511003,358510.629276391,3808.531954,3198.6669
Equatorial Guinea,Philippines,2018,1.91823328,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,10634.2793385817,373379.140695818,6578.900398,3410.93648
Equatorial Guinea,Philippines,2019,1.13993138,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,10051.3267149325,396224.4392366421,6018.120663,3575.881709
Equatorial Guinea,Philippines,2020,0.99801558,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,9569.75952714748,358510.629276391,5575.262415,3198.6669
Eritrea,Philippines,2018,0.35656468,USD millions,Roland Kpodar (IMF),Asia,ERI,PHL,,373379.140695818,,3410.93648
Eritrea,Philippines,2019,0.13688218,USD millions,Roland Kpodar (IMF),Asia,ERI,PHL,,396224.4392366421,,3575.881709
